CustomerID,FullName,EmailAddress,Age,PhoneNumber,Address,Married,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster
151,Thomas Morton,amanda36@example.org,38,(314)917-3314,"60334 Caleb Forge
Richardmouth, HI 53421",Yes,14.0,2.0,1205.73,3.0,1.0,2.0,312.0,2
152,Brittany Hernandez,wanda45@example.com,41,918-237-8804x092,"30260 Edwards Glens
Teresaside, HI 43446",No,15.0,6.0,671.57,3.0,4.0,1.0,341.0,0
153,Kaitlyn Alvarez,ortegabrian@example.org,54,384-724-8911x8607,"5337 Williams Forest
Jasonfort, OH 39790",No,1.0,3.0,4394.83,4.0,1.0,3.0,413.0,2
154,Timothy Robinson,jeffreyross@example.org,29,940-288-9934,"551 John Gateway Apt. 862
West Pamela, WI 48405",Yes,4.0,7.0,9444.47,4.0,4.0,4.0,444.0,3
155,Scott Myers,jacob34@example.net,23,(709)991-3479x48270,"25533 Doyle Road Suite 711
South Gary, MI 74872",No,1.0,4.0,1954.18,4.0,2.0,2.0,422.0,0
156,Jasmine Brown,jessicabrown@example.net,43,853.806.9505,"51529 Anita Prairie
Wendyfurt, NC 47978",No,9.0,4.0,846.2299999999999,3.0,2.0,1.0,321.0,0
157,Derrick Jenkins,emorrison@example.com,48,+1-639-908-5642x791,"4810 Barnes Walk Suite 862
Randolphstad, DC 39365",Yes,4.0,5.0,4421.91,4.0,3.0,3.0,433.0,0
158,Destiny Jones,charles25@example.org,52,+1-968-840-0595x31861,"44437 Joseph Pike
Jonesfort, NY 72842",No,11.0,3.0,2504.3,3.0,1.0,2.0,312.0,2
159,Susan Garrison,suzanneschneider@example.net,20,806-681-4241,"604 Rose Camp Suite 870
Port Rhonda, SC 54238",No,12.0,5.0,3112.63,3.0,3.0,3.0,333.0,0
160,Bradley Vega,ugrimes@example.org,36,(485)904-5166x88698,"969 Anderson Village
Port Amanda, AR 01930",No,9.0,2.0,145.74,3.0,1.0,1.0,311.0,2
161,Jay Green,richard45@example.org,45,001-799-891-0792,"72528 Kenneth Manors
East Tammy, TX 50383",No,6.0,4.0,5640.55,4.0,2.0,3.0,423.0,0
162,Stephen Ritter,echambers@example.org,21,5154644154,"0380 Brooks Square
Andersonborough, KY 89637",Yes,12.0,3.0,8025.93,3.0,1.0,4.0,314.0,1
163,Mathew Grimes,howardglenn@example.com,18,+1-730-669-4786,"17252 Moore Fall Suite 482
Diamondmouth, WY 72084",Yes,4.0,3.0,2435.29,4.0,1.0,2.0,412.0,2
164,Bill Mcdonald,aliceboyd@example.net,42,001-402-437-2120,"74577 Lee Inlet Apt. 103
East Christianchester, FM 32338",No,4.0,4.0,599.31,4.0,2.0,1.0,421.0,0
165,Stephanie Krueger,ddaniel@example.com,30,(425)796-8115,"4468 Marc Burg Apt. 229
West Jennifer, IL 83135",Yes,4.0,2.0,442.69,4.0,1.0,1.0,411.0,2
166,Emily Lee,davidthomas@example.net,29,(464)903-8773x00982,"08950 Lauren Pines Suite 833
East Tyler, NE 14768",No,3.0,5.0,3887.69,4.0,3.0,3.0,433.0,0
167,Bernard Austin,aguirrecameron@example.org,25,+1-563-437-4635x67358,"15026 Mark Estate Suite 725
Markburgh, CT 46834",Yes,5.0,5.0,978.51,4.0,3.0,2.0,432.0,0
168,Timothy Nichols,steven09@example.com,35,+1-242-769-8237,"62958 Laura Meadow Suite 610
Adrianstad, OR 47470",Yes,35.0,5.0,3870.48,2.0,3.0,3.0,233.0,0
169,Penny Sanchez,danielmark@example.net,37,+1-892-912-3560x1018,"082 Wesley Extensions
West Danny, WV 44624",Yes,83.0,1.0,19.71,1.0,1.0,1.0,111.0,2
170,Samuel Mckay,katherine20@example.com,37,4322448943,"0871 Molina Isle Suite 909
Wilsonborough, NJ 22872",No,19.0,5.0,3215.65,2.0,3.0,3.0,233.0,0
171,Michael Snyder,lauriehebert@example.org,23,001-500-459-8130,"11236 Durham Crossroad
Roweton, VI 49580",No,13.0,5.0,515.5799999999999,3.0,3.0,1.0,331.0,0
172,Marissa Reeves,sking@example.org,36,001-320-471-2993x3293,"375 Alvarez Villages Apt. 096
Lake Amanda, PA 60816",No,4.0,6.0,3122.04,4.0,4.0,3.0,443.0,0
173,Jordan Donaldson,lgarrett@example.net,18,(964)792-2938,"USCGC Miller
FPO AP 41891",Yes,32.0,5.0,676.3199999999999,2.0,3.0,1.0,231.0,0
174,Cole Evans,wardkatrina@example.com,34,001-644-743-5141x47029,"155 Moore Underpass
Davisport, MI 51239",No,42.0,1.0,1795.98,2.0,1.0,2.0,212.0,2
175,Trevor Hall,juliakirby@example.org,31,321.739.1661,"6483 Ashley Forges
Port Philip, MO 04233",Yes,30.0,3.0,161.45,2.0,1.0,1.0,211.0,2
176,Scott Lee,codypeters@example.net,43,+1-880-865-5208x5084,"734 Horn Terrace Suite 226
Schultzton, PA 72009",Yes,4.0,3.0,4908.31,4.0,1.0,3.0,413.0,2
177,Laurie Mooney PhD,brandon54@example.com,42,500.289.7969,"1026 Clayton Squares Apt. 678
Port Deannastad, FM 91269",Yes,63.0,1.0,29.55,1.0,1.0,1.0,111.0,2
178,Kayla Anderson,scottwilliam@example.org,40,269.822.0883x4137,"981 Sanchez Flats
South Dustinshire, IN 24599",Yes,40.0,2.0,83.0,2.0,1.0,1.0,211.0,2
179,Elizabeth Brooks,alyssamacdonald@example.net,47,213-347-9290x99970,"109 Michael Ville
Lake Mary, WV 48565",Yes,29.0,4.0,596.1700000000001,2.0,2.0,1.0,221.0,0
180,Michael Smith,jacobsonryan@example.org,31,+1-507-716-7644x5191,"Unit 2644 Box 7484
DPO AA 26048",Yes,50.0,3.0,141.66,1.0,1.0,1.0,111.0,2
181,Kathleen Torres,salinasteresa@example.net,27,315.319.1962x14710,"63240 Jefferson Harbor Apt. 845
Williamsside, SD 31549",No,16.0,6.0,7375.2,2.0,4.0,4.0,244.0,0
182,Ann Smith,ashleymclean@example.com,30,814.243.2886x413,"7357 Douglas Tunnel
New Timothy, FM 42986",Yes,2.0,3.0,405.78,4.0,1.0,1.0,411.0,2
183,Dr. Natasha Willis,wvaldez@example.org,40,(370)550-6799,"54811 Smith Cliff Apt. 834
North Christytown, UT 12916",Yes,63.0,2.0,471.09,1.0,1.0,1.0,111.0,2
184,James Hall,rileynicholas@example.com,41,(920)625-5723,"030 Baker Center Apt. 420
Lake Kristi, FM 63952",No,43.0,1.0,101.1,2.0,1.0,1.0,211.0,2
185,Tom Gray,stevensonjeffrey@example.org,26,(261)997-8093x60709,"66656 James Walk
Donaldhaven, CA 79758",Yes,4.0,4.0,6471.97,4.0,2.0,3.0,423.0,1
186,Donna Chang,umay@example.com,43,704-990-7077,"19325 Phillips Ridge
Port Brentberg, IA 46458",Yes,1.0,3.0,1831.52,4.0,1.0,2.0,412.0,2
187,Peter Hoffman,phameric@example.org,33,001-519-272-6945x6130,"645 Villa Mall
Lake Jeffrey, KY 53565",No,4.0,7.0,4053.0,4.0,4.0,3.0,443.0,0
188,Oscar Young,sandradean@example.net,32,001-230-674-7454x9103,"54995 Wayne Place Suite 877
Port Brandon, WV 37332",Yes,32.0,3.0,1431.59,2.0,1.0,2.0,212.0,2
189,Caitlin Ortiz,jamiefisher@example.org,35,+1-442-350-6305x983,"582 Amanda Stream
East Victorchester, PR 87144",No,22.0,5.0,2886.66,2.0,3.0,2.0,232.0,0
190,Joan Beard,youngann@example.net,45,001-249-290-8169x8372,"PSC 2664, Box 1424
APO AE 95472",Yes,14.0,1.0,35.97,3.0,1.0,1.0,311.0,2
191,David Armstrong,xellis@example.org,39,852-209-8151x268,"Unit 0669 Box 4101
DPO AP 20554",No,24.0,3.0,424.89,2.0,1.0,1.0,211.0,2
192,Michael Richardson,cherylkirk@example.net,20,+1-336-747-1538,"5775 Snyder Skyway
West Bethanyton, LA 19492",Yes,4.0,8.0,1297.06,4.0,4.0,2.0,442.0,0
193,Jordan Anderson,brianscott@example.com,44,001-615-802-0340x803,"3506 Mclean Courts
Davisbury, FL 94193",No,7.0,4.0,1782.7900000000002,3.0,2.0,2.0,322.0,0
194,Richard Wilson,gboone@example.net,22,831-876-9935x23251,"00437 Mendoza Drives Apt. 109
North Kellyville, MN 74664",Yes,8.0,7.0,833.88,3.0,4.0,1.0,341.0,0
195,Ann Black,deleonbrad@example.net,40,(426)451-4775,"47465 Jerome Radial Apt. 893
Juliatown, AK 57174",No,,,,,,,,0
196,Arthur Taylor,sarah89@example.com,49,490.844.4939,"2317 Hamilton Ways Apt. 712
Johnsontown, PW 88514",Yes,45.0,3.0,500.82,1.0,1.0,1.0,111.0,2
197,Joshua Lopez,leblanctimothy@example.com,22,845-686-4502x31544,"9037 Shannon Locks
North Mary, GA 55631",No,32.0,4.0,302.93,2.0,2.0,1.0,221.0,0
198,David Burns,johnsonmatthew@example.org,28,231-649-0923,"3459 Jill Trace Apt. 996
Anthonyside, DC 51776",No,10.0,5.0,2131.03,3.0,3.0,2.0,332.0,0
199,Kenneth Brown,garciarichard@example.com,28,3032043138,"927 Fritz Extension
Port Mitchell, CT 50918",Yes,16.0,3.0,8171.93,2.0,1.0,4.0,214.0,1
200,Wayne Smith PhD,bradleywalker@example.net,25,+1-243-843-3774x70541,"6752 Wilson Common Suite 767
East Marytown, PA 48265",No,19.0,2.0,5762.799999999999,2.0,1.0,3.0,213.0,2
201,Kim Villegas,stanleyronald@example.org,25,+1-762-958-7151,"64280 Santiago Valleys
Edwardburgh, VA 37000",No,2.0,5.0,9197.85,4.0,3.0,4.0,434.0,1
202,Eric Kelley,cummingsmichael@example.net,32,+1-787-391-6752x839,"8340 Stephen Station
New Julianview, ND 04639",No,4.0,7.0,2459.1000000000004,4.0,4.0,2.0,442.0,0
203,Linda Banks,dblevins@example.net,38,309.213.5903x0609,"PSC 4357, Box 5145
APO AA 66273",No,26.0,4.0,3844.48,2.0,2.0,3.0,223.0,0
204,Joshua Knox,bcurry@example.org,32,+1-569-823-3343x1401,"971 Victoria Walk Suite 662
Martinland, OR 39594",Yes,,,,,,,,0
205,Briana Orr,jeremy25@example.net,38,(910)385-6045x07219,"586 Hawkins Lake
Lake Cynthia, GU 75539",No,6.0,2.0,110.35,4.0,1.0,1.0,411.0,2
206,Kimberly Golden,johnsondaniel@example.com,44,948.925.1158x7199,"1759 Jill Green Apt. 381
Reyeston, NV 88708",Yes,14.0,3.0,3187.02,3.0,1.0,3.0,313.0,2
207,Mr. Charles Mckinney,katelyn30@example.net,35,253-614-3440x62532,"99089 Douglas Gateway
Shannonborough, KY 20250",No,55.0,1.0,49.25,1.0,1.0,1.0,111.0,2
208,Richard Lee,danielle91@example.org,33,(341)631-3660x00658,"3870 Walton Ridges
Holmeston, AS 01260",No,41.0,3.0,309.87,2.0,1.0,1.0,211.0,2
209,Natasha Silva,ryandavies@example.com,40,5663843546,"Unit 9588 Box 2666
DPO AP 67890",Yes,18.0,4.0,642.4599999999999,2.0,2.0,1.0,221.0,0
210,Michael Hughes,amcdonald@example.com,18,458.616.3146x046,"177 Raymond Lane Suite 045
New Timothy, OH 81104",Yes,33.0,4.0,4897.530000000001,2.0,2.0,3.0,223.0,0
211,Jennifer Lopez,qharris@example.org,36,328-991-4007x5881,"0593 Heather Place
Martinland, SD 26025",Yes,56.0,1.0,1512.96,1.0,1.0,2.0,112.0,2
212,Jennifer Holland,ijones@example.org,18,623-535-0223,"9189 Frederick Squares
South Ian, PA 71353",No,4.0,3.0,298.44,4.0,1.0,1.0,411.0,2
213,Nicole Fletcher,hcarter@example.com,28,(560)426-6881x309,"7631 Lynn Views
South Deanna, ME 22693",Yes,3.0,7.0,4202.38,4.0,4.0,3.0,443.0,0
214,Anthony Lewis,david30@example.com,18,(320)683-9497x796,"055 Elizabeth Coves
Loganmouth, PA 90475",Yes,34.0,6.0,5015.749999999999,2.0,4.0,3.0,243.0,0
215,Stephen West,kristen96@example.org,42,375.642.7418,"70137 Tamara Vista
North Andrewmouth, MP 58303",No,21.0,5.0,623.92,2.0,3.0,1.0,231.0,0
216,Shelly Washington,brandoncobb@example.com,37,236-865-0271x759,"1938 Donald River Suite 377
Riveraville, MP 50517",No,14.0,5.0,2283.41,3.0,3.0,2.0,332.0,0
217,Jacob Adams,laura59@example.org,36,551.256.8942x21052,"41802 Jackson Ways Apt. 222
Jeffreyside, MN 69082",No,18.0,7.0,10786.12,2.0,4.0,4.0,244.0,3
218,Jessica Walls,qfrazier@example.org,22,857.201.4249x178,"71738 Washington Bridge
Whiteburgh, IN 43371",No,,,,,,,,0
219,Hector Nelson,sgriffin@example.net,42,5622057189,"975 Atkinson Fall Apt. 375
Yvetteberg, MH 33242",No,30.0,4.0,537.87,2.0,2.0,1.0,221.0,0
220,Joseph Garner,david67@example.net,46,869-301-2725,"750 Justin Burgs
East Karen, IN 57719",Yes,6.0,1.0,48.86,4.0,1.0,1.0,411.0,2
221,Kristina Romero,petersonwendy@example.org,27,3883502769,"44260 Nathaniel Summit
Lake Charles, AR 23939",Yes,34.0,2.0,302.04,2.0,1.0,1.0,211.0,2
222,James Graham,xwilliams@example.net,39,(492)294-1664x344,"1608 Sheila Lane Apt. 898
New Lisahaven, LA 43723",No,21.0,2.0,1738.0200000000002,2.0,1.0,2.0,212.0,2
223,Pamela Davis,ifleming@example.org,23,+1-218-411-9580x6642,"1466 Calhoun Lights Suite 249
West Chadbury, MT 94311",No,22.0,4.0,1389.05,2.0,2.0,2.0,222.0,0
224,Sabrina Jones,lindsaybullock@example.org,46,322-411-2655x1713,"USNS Mckinney
FPO AA 36240",No,16.0,4.0,2654.4,2.0,2.0,2.0,222.0,0
225,Gabriel Sullivan,xdavis@example.org,29,286.618.5015x72957,"65627 Frank Extension Suite 510
Troyland, SC 37017",No,,,,,,,,0
226,Laura Wallace,smithcarrie@example.net,18,001-476-994-5034x85615,"1736 Jackson Knoll
Brittanyville, CA 45287",Yes,7.0,4.0,2179.76,3.0,2.0,2.0,322.0,0
227,Peter Fitzgerald,allenwilliamson@example.net,44,383.412.1805x011,"789 Nicholas Path Suite 224
Doyleside, CO 35983",No,3.0,7.0,6440.24,4.0,4.0,3.0,443.0,0
228,Jason Ward,koliver@example.org,54,(706)203-6394,"39577 Smith Gardens Suite 488
Port Heatherhaven, OR 78988",No,22.0,7.0,1081.64,2.0,4.0,2.0,242.0,0
229,Reginald Gentry,tanderson@example.net,32,(618)389-0873x37770,"3420 Davis Forest Apt. 263
North Stephanie, WY 30131",Yes,9.0,5.0,6919.959999999999,3.0,3.0,4.0,334.0,1
230,Douglas Glover,claytonvaldez@example.net,30,5225823914,"931 Shari Village
Port Frederickside, AL 26462",No,4.0,5.0,6665.719999999999,4.0,3.0,4.0,434.0,0
231,Robert Morgan,ybrown@example.org,24,001-418-984-4605x0395,"967 Krista Lights
Maryhaven, VA 64436",No,41.0,8.0,6657.23,2.0,4.0,4.0,244.0,3
232,Stephanie Eaton,hendricksdouglas@example.net,30,302-461-6997,"PSC 1943, Box 9307
APO AP 29054",No,39.0,6.0,5332.700000000001,2.0,4.0,3.0,243.0,0
233,Regina Simon,coxjoseph@example.org,33,548-888-0950,"0183 Wood Trail
Velazquezside, NJ 87884",No,4.0,4.0,5379.16,4.0,2.0,3.0,423.0,0
234,Allen Williams,danielgarrett@example.org,25,001-463-750-0565x2669,"778 Deanna Spring
East Amanda, NV 77812",No,10.0,4.0,5789.09,3.0,2.0,3.0,323.0,1
235,Jacqueline Miles,ngreen@example.org,32,376.253.7280x2291,"8056 Brock Point Apt. 344
Harrisburgh, GU 45205",Yes,14.0,6.0,4881.59,3.0,4.0,3.0,343.0,0
236,Courtney Watts,ayersalexandra@example.com,44,8038464865,"0317 Diana Vista
North Anne, KS 84466",Yes,7.0,5.0,2151.74,3.0,3.0,2.0,332.0,0
237,Sean York,william27@example.net,28,001-229-780-5254x03764,"383 Renee Heights
Johnland, CO 41589",No,31.0,6.0,1838.34,2.0,4.0,2.0,242.0,0
238,Mrs. Alyssa Osborne MD,jamie63@example.org,42,+1-759-392-9851x008,"90157 Jacqueline Light Apt. 027
South Christine, UT 96031",Yes,20.0,2.0,334.83,2.0,1.0,1.0,211.0,2
239,Lauren Pope,ramseychristopher@example.com,58,(248)728-2384,"9851 Franco Shores Apt. 322
West Charles, AK 85965",No,11.0,2.0,63.870000000000005,3.0,1.0,1.0,311.0,2
240,Evelyn Ruiz,mario08@example.net,32,001-324-471-5095x53588,"99972 Clark Roads Apt. 691
East Bettyfort, PW 70335",Yes,36.0,3.0,281.88,2.0,1.0,1.0,211.0,2
241,Jorge Cox,larry26@example.com,37,001-413-335-9525x0257,"75163 Flores Meadows Apt. 401
Richardmouth, IL 90976",No,6.0,5.0,572.56,4.0,3.0,1.0,431.0,0
242,Dawn Carter,vcurry@example.org,42,(305)342-4172x3043,"Unit 0766 Box 5424
DPO AA 61152",No,4.0,5.0,4431.07,4.0,3.0,3.0,433.0,0
243,Anthony Hammond,schneidermelissa@example.com,18,001-680-914-3127x152,"8854 Harris Points Suite 675
North Karenfort, MN 18808",No,14.0,5.0,5482.77,3.0,3.0,3.0,333.0,0
244,Micheal Hale,nrodriguez@example.com,23,677.397.4459x1581,"PSC 6885, Box 5188
APO AP 62476",No,12.0,7.0,3929.47,3.0,4.0,3.0,343.0,0
245,Edward Wiggins,abrady@example.net,34,888.566.5683x390,"58319 Brown Stravenue Apt. 071
Butlerside, IL 29655",No,26.0,6.0,7594.39,2.0,4.0,4.0,244.0,1
246,Kelly Weber,john92@example.net,41,514.839.5368x59233,"76353 Vanessa Dam
Harrisville, FL 59923",Yes,9.0,4.0,1966.45,3.0,2.0,2.0,322.0,0
247,Bethany Burnett,elizabeth27@example.net,29,495.557.7849,"94143 Megan Turnpike
Stephenshaven, DC 91844",Yes,15.0,3.0,3731.71,3.0,1.0,3.0,313.0,2
248,Susan Williams,adrianachandler@example.net,36,001-635-781-7732x443,"83864 Jackson Roads Suite 756
Jennifermouth, KY 23359",Yes,53.0,2.0,325.85,1.0,1.0,1.0,111.0,2
249,Erin Horn,acasey@example.net,30,523.643.0600x586,"1406 Rachel Unions
Fordside, TN 03586",Yes,20.0,4.0,1121.16,2.0,2.0,2.0,222.0,0
250,Antonio Wong,thomaslarson@example.net,40,(722)498-9807,"9715 Black Mission
South Jennifer, AZ 44692",Yes,49.0,6.0,3834.83,1.0,4.0,3.0,143.0,0
251,Roger Graham,pboyd@example.com,41,822-691-0200,"981 John Locks
Medinatown, DC 11012",No,3.0,4.0,1428.28,4.0,2.0,2.0,422.0,0
252,Alexandra Landry DVM,michael25@example.org,31,638-471-2861x93922,"9995 Brown Skyway Apt. 313
Walkerton, UT 16578",Yes,9.0,7.0,4245.93,3.0,4.0,3.0,343.0,0
253,Matthew Davenport,franklindiaz@example.net,38,(723)476-3010,"1020 Young Tunnel
West Michaelberg, AK 67362",No,31.0,4.0,4820.88,2.0,2.0,3.0,223.0,0
254,Latoya Palmer,kimberlydaugherty@example.org,46,2167228652,"039 Joseph Camp
Olsonbury, LA 03687",No,9.0,3.0,4162.55,3.0,1.0,3.0,313.0,2
255,Timothy Bolton,brett18@example.com,18,001-244-852-6849,"726 Reed Junction
South John, SC 29349",No,9.0,3.0,6550.080000000001,3.0,1.0,4.0,314.0,1
256,Mario Gutierrez,abigail38@example.net,34,001-914-468-4743x012,"USNS Garcia
FPO AE 41667",Yes,12.0,4.0,15862.31,3.0,2.0,4.0,324.0,1
257,Douglas Simon,freemanjennifer@example.net,38,259.325.0317x46655,"67868 Kelly Bridge Suite 410
West Apriltown, VI 76000",No,47.0,3.0,3325.52,1.0,1.0,3.0,113.0,2
258,Hannah Leon,abigailcunningham@example.net,21,706-984-1564x95813,"772 Anderson Rapids
Clarkborough, NC 25729",No,47.0,2.0,3193.0800000000004,1.0,1.0,3.0,113.0,2
259,Sierra Vance,roserichard@example.com,26,001-811-529-3694x6195,"149 Schwartz Underpass Suite 430
Port Sarahhaven, GU 87448",Yes,9.0,6.0,5132.88,3.0,4.0,3.0,343.0,0
260,Brandy Chung DDS,jerryclark@example.net,49,611-652-2926x986,"095 Castillo Mountains
West Robert, OH 84745",Yes,3.0,9.0,23233.27,4.0,4.0,4.0,444.0,3
261,Martin Gonzalez,christopher29@example.net,46,+1-336-997-0278,"55747 Charles Mews
Wilsonborough, LA 34686",No,14.0,4.0,1631.77,3.0,2.0,2.0,322.0,0
262,Edward Dean,samuelwest@example.net,40,314.637.1221x46693,"USCGC Diaz
FPO AP 56053",No,49.0,2.0,5427.24,1.0,1.0,3.0,113.0,2
263,Michelle Gibbs,blin@example.org,30,+1-961-996-2314,"PSC 8307, Box 9243
APO AA 31041",No,36.0,2.0,6209.76,2.0,1.0,3.0,213.0,2
264,Timothy Ferguson,james79@example.com,32,5764850760,"04688 Jonathan Skyway
Whitneyland, DE 50427",No,21.0,4.0,6433.960000000001,2.0,2.0,3.0,223.0,1
265,Katherine Wright,wsmith@example.net,22,617.789.2717,"825 Richard Loop Suite 040
Lake Michaelport, FM 05229",Yes,2.0,4.0,7766.9,4.0,2.0,4.0,424.0,1
266,Roy Carter,williamlove@example.com,39,350-415-2929,"19416 Yu Forge Apt. 313
Knighttown, WA 34213",No,10.0,5.0,4411.52,3.0,3.0,3.0,333.0,0
267,Sarah Shaw,owensbianca@example.org,21,246.513.7962x0964,"735 Moore Unions
Port Anne, AK 89425",No,23.0,5.0,14955.54,2.0,3.0,4.0,234.0,3
268,Erica Frazier,zware@example.com,24,+1-668-237-2207x8564,"99956 Marcia Manor Suite 964
Brookeport, VT 78149",Yes,6.0,2.0,13933.77,4.0,1.0,4.0,414.0,1
269,Haley Weaver,tyler64@example.net,24,972-695-2884x196,"7050 Robin Square Apt. 626
Christinefurt, WA 00620",Yes,33.0,3.0,577.26,2.0,1.0,1.0,211.0,2
270,Kristen Callahan,guzmanalison@example.net,25,(936)377-2052,"80141 Jacobs Canyon
South Tarahaven, NJ 81399",No,12.0,6.0,17226.23,3.0,4.0,4.0,344.0,3
271,Kyle Tucker,lynnashley@example.org,22,346.288.8040x5803,"4316 Gaines Neck
North Michael, CO 06947",Yes,25.0,3.0,5425.12,2.0,1.0,3.0,213.0,2
272,Paula Patton,jessica22@example.com,38,471.598.1651,"362 Ronnie Path Apt. 275
Scottville, PA 18296",Yes,28.0,4.0,6238.05,2.0,2.0,3.0,223.0,1
273,Rebecca Shields,sarah79@example.net,37,880.825.7473x44902,"77297 Zachary Lock Suite 901
Hopkinsland, VI 96949",No,33.0,5.0,1787.89,2.0,3.0,2.0,232.0,0
274,Michael Colon,angela76@example.org,26,4316171639,"52346 Joseph Fall
Lake Jonathanhaven, VI 20085",No,12.0,6.0,16660.25,3.0,4.0,4.0,344.0,3
275,Kimberly Higgins,jesseburnett@example.net,47,678-509-7926x98259,"Unit 7839 Box 6605
DPO AP 25479",No,12.0,4.0,8120.8,3.0,2.0,4.0,324.0,1
276,Christopher Tran,lmatthews@example.net,43,891.631.3002x940,"21077 Robbins Estate Apt. 099
Stephaniehaven, NM 34397",Yes,7.0,7.0,20910.59,3.0,4.0,4.0,344.0,3
277,Danielle Gray,xshort@example.net,50,(622)666-8715,"1534 Stacey Ridge
West Betty, RI 43077",Yes,9.0,3.0,8004.18,3.0,1.0,4.0,314.0,1
278,Theodore Bell,sherifisher@example.org,34,001-941-742-1565x902,"352 Mark Course Suite 526
Port Travisborough, IA 62726",Yes,8.0,4.0,6360.01,3.0,2.0,3.0,323.0,1
279,Mrs. Sabrina Anderson,imitchell@example.net,43,+1-510-613-6417x45961,"1582 Hernandez Island Suite 739
South Casey, MN 02715",Yes,28.0,2.0,4464.33,2.0,1.0,3.0,213.0,2
280,Connie Cook,leekelli@example.org,31,442.448.0635x753,"26344 Adam Village Suite 790
New Royland, MS 66110",Yes,77.0,2.0,599.2,1.0,1.0,1.0,111.0,2
281,Jason Johnson,yponce@example.net,40,(335)788-7851x52284,"821 Thomas Manor Apt. 253
West Francisco, CT 69525",No,5.0,7.0,15400.94,4.0,4.0,4.0,444.0,3
282,Samantha Garcia,kempedward@example.net,32,621.855.7786,"03419 Miranda Crossing
North Kristinshire, IA 46160",Yes,3.0,8.0,19900.7,4.0,4.0,4.0,444.0,3
283,Sherri Roman,michaeldiana@example.com,18,001-874-413-5046x7566,"12556 Kimberly Fords
Timothytown, MN 76343",Yes,29.0,5.0,1736.12,2.0,3.0,2.0,232.0,0
284,Bridget Martin,jenniferwells@example.org,26,+1-746-646-0037x97299,"Unit 7760 Box 3614
DPO AA 03705",Yes,57.0,5.0,3718.06,1.0,3.0,3.0,133.0,0
285,Austin Barajas,mayseric@example.org,23,001-656-888-7348x3507,"58490 Peggy Prairie
New Michael, GU 22295",No,10.0,2.0,7010.46,3.0,1.0,4.0,314.0,2
286,Perry Silva,virginia23@example.net,33,924-212-5746,"05664 Moore Lights
Port Kaylahaven, ME 63495",Yes,24.0,5.0,12843.63,2.0,3.0,4.0,234.0,1
287,Martin Cross,smcdonald@example.net,33,8307126811,"44799 Wallace Shores Suite 291
Carlosfurt, NC 84575",Yes,16.0,2.0,5426.91,2.0,1.0,3.0,213.0,2
288,Aaron Perez,ubrock@example.org,39,001-605-219-5762,"5017 Bradford Glen Apt. 102
Michaelfurt, KY 25447",Yes,30.0,5.0,11949.05,2.0,3.0,4.0,234.0,1
289,Jennifer Reeves,ibaird@example.net,30,001-927-551-1709,"560 Danielle Stream Suite 116
Lake Johnnychester, MO 03261",Yes,22.0,1.0,52.02,2.0,1.0,1.0,211.0,2
290,James Watson,allison43@example.com,50,+1-667-381-0220x8176,"USS Perez
FPO AP 82010",Yes,27.0,7.0,3702.35,2.0,4.0,3.0,243.0,0
291,Kimberly Higgins,eharrell@example.com,34,+1-544-626-4353x373,"660 Bishop Causeway Apt. 963
Scottfort, MI 26849",No,48.0,2.0,4061.8,1.0,1.0,3.0,113.0,2
292,Karen Jones,landerson@example.com,31,524.781.7317x133,"52816 Garcia Overpass
Martinezfurt, TN 86318",Yes,10.0,6.0,14046.01,3.0,4.0,4.0,344.0,3
293,Cassandra Aguirre,kelly30@example.com,26,544.530.2068,"30952 Bryant Park Apt. 921
Hunterchester, AS 44955",Yes,6.0,2.0,336.29,4.0,1.0,1.0,411.0,2
294,Kenneth Nguyen,dwilliams@example.net,36,(616)649-6364,"907 Silva Shore
North Ianhaven, VA 01508",Yes,12.0,6.0,14221.4,3.0,4.0,4.0,344.0,3
295,Lori Chambers,tvasquez@example.net,29,679.621.1444,"41099 Logan Burg
South Joshuabury, FM 97993",No,30.0,2.0,916.44,2.0,1.0,1.0,211.0,2
296,Alexandra Reilly,carlasnow@example.org,31,366.819.0612,"USNS Gibson
FPO AA 28297",No,26.0,4.0,1561.76,2.0,2.0,2.0,222.0,0
297,Michael Cordova,sarahvelazquez@example.net,28,332-874-7286,"6640 Farrell Road Apt. 122
North Leslieside, MT 06117",Yes,10.0,6.0,13206.09,3.0,4.0,4.0,344.0,3
298,Chad Sims,johntate@example.net,45,001-969-278-9242x787,"9568 Rodriguez Walks
Mirandaburgh, SD 74410",Yes,8.0,5.0,8636.98,3.0,3.0,4.0,334.0,1
299,Rebecca Walsh,dawn90@example.com,41,+1-994-600-1810x62390,"8384 Delgado Ports
Santiagohaven, AZ 49615",Yes,3.0,8.0,6602.51,4.0,4.0,4.0,444.0,3
300,Anthony Pierce,tanyacarter@example.com,33,(392)388-8894,"USCGC Hogan
FPO AP 13955",Yes,44.0,5.0,1389.41,1.0,3.0,2.0,132.0,0
301,Kristopher Hubbard,campbelllaura@example.com,34,731.607.2423x6736,"618 Katherine Dam Suite 814
East Andrewland, GA 35120",Yes,39.0,5.0,8868.51,2.0,3.0,4.0,234.0,1
